timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-26T17:43:26,Previsao_Energia_XGBoost,e93e69a6-e0a7-4601-8ef8-2862408bfc39,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.6412625000011758,2.3751571054748963e-08,1.4471524850370948e-08,9.161708640500002,0.0,10.0,2.8929113000049685e-06,0.0,3.1394558333381105e-06,6.032367133343079e-06,0.0,Canada,CAN,quebec,,,Windows-10-10.0.19045-SP0,3.14.2,3.2.3,12,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,,,-71.2,46.8,7.753620147705078,machine,0,0,0,0,N,1.0,0.0
